theta,res,rmse,std,timeSeconds
90,20,2.248384651265351,0.633838281748532,34.30930829048157
90,30,2.2392446704363205,0.6308383485880952,73.59326839447021
90,40,2.2513887243194235,0.6063733809570662,89.84675979614258
90,50,2.249537406602409,0.6284717246691378,121.63398861885071
90,60,2.233832952278793,0.6120146716843009,143.73260688781738
90,70,2.242139333421106,0.6398843375440142,157.1140651702881
90,80,2.242201808585953,0.6143082587676394,213.46368288993835
90,90,2.2284590413997245,0.6187319777412056,206.97636890411377
90,100,2.2587372227692546,0.6345239342595345,218.8380000591278
100,10,2.2705594448948716,0.6097153092656408,18.508541345596313
100,20,2.250990294031168,0.5817186973720994,41.246376752853394
100,30,2.2848438513558413,0.5963156048442236,67.38169384002686
100,40,2.262034755723146,0.5850448491746842,91.8623697757721
100,50,2.260335146465922,0.5977944197702562,115.12487196922302
100,60,2.2638557951763914,0.6014285009788355,140.90139937400818
100,70,2.2678863569116117,0.5900112402740959,165.02407717704773
100,80,2.2526147371353202,0.6078129867833945,182.0005738735199
100,90,2.263036622556455,0.6005370818931561,214.39962649345398
100,100,2.281275301756552,0.6112300185337812,235.6907021999359
